Artist,Title,Album,Date,Lyric,Top Genre
Post Malone,I Fall Apart,Stoney (Deluxe),2016-12-09,ooh i fall apart ooh yeah mmm yeah   she told me that i'm not enough yeah and she left me with a broken heart yeah she fooled me twice and it's all my fault yeah she cut too deep now she left me scarred yeah now there's so many thoughts goin' through my brain yeah and now i'm takin' these shots like it's novocaine yeah   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought   never caught a feelin' this hard harder than the liquor i pour tell me you don't want me no more but i can't let go everybody told me so feelin' like i sold my soul devil in the form of a whore devil in the form of a whore you said it no you said it no you said that shit we'd be together oh   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought   ice keep pourin' and the drink keep flowin' try to brush it off but it keep on goin' covered in scars and i can't help showin' whippin' in the foreign and the tears keep rollin' ice keep droppin' and the drink keep flowin' try to brush it off but it keep on goin' all these scars can't help from showin' whippin' in the foreign and the tears keep blowin' yeah   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought,dfw rap
Rihanna,Diamonds,Unapologetic,2012-09-27,shine bright like a diamond shine bright like a diamond   find light in the beautiful sea i choose to be happy you and i you and i we're like diamonds in the sky you're a shooting star i see a vision of ecstasy when you hold me i'm alive we're like diamonds in the sky  pre i knew that we'd become one right away oh right away at first sight i felt the energy of sun rays i saw the life inside your eyes   so shine bright tonight you and i we're beautiful like diamonds in the sky eye to eye so alive we're beautiful like diamonds in the sky  post shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky   palms rise to the unias we moonshine and molly feel the warmth we'll never die we're like diamonds in the sky you're a shooting star i see a vision of ecstasy when you hold me i'm alive we're like diamonds in the sky  pre at first sight i felt the energy of sun rays i saw the life inside your eyes   so shine bright tonight you and i we're beautiful like diamonds in the sky eye to eye so alive we're beautiful like diamonds in the sky  post shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky shine bright like a diamond woah shine bright like a diamond woah shinin' bright like a diamond we're beautiful like diamonds in the sky   shine bright like a diamond shine bright like a diamond shine bright like a diamond   so shine bright tonight you and i we're beautiful like diamonds in the sky eye to eye so alive we're beautiful like diamonds in the sky   shine bright like a diamond woah shine bright like a diamond woah shine bright like a diamond ohoh yeah shine bright like a diamond woah shine bright like a diamond woah shine bright like a diamond shine bright like a diamond,barbadian pop
Rihanna,Umbrella,Good Girl Gone Bad,2007-03-29,jayz uhhuh uhhuh yeah rihanna uhhuh uhhuh good girl gone bad uhhuh uhhuh take three action uhhuh uhhuh hov   jayz no clouds in my stones let it rain i hydroplane in the bank coming down with the dow jones when the clouds come we gone we rocafella we fly higher than weather in g5's or better you know me you know me in anticipation for precipitation stack chips for the rainy day jayrain man is back with little miss sunshine rihanna where you at   rihanna you have my heart and we'll never be worlds apart maybe in magazines but you'll still be my star baby cause in the dark you can't see shiny cars and that's when you need me there with you i'll always share because   rihanna when the sun shine we shine together told you i'll be here forever said i'll always be your friend took an oath i'ma stick it out to the end now that it's raining more than ever know that we'll still have each other you can stand under my umbrella you can stand under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh eh eheh   rihanna these fancy things will never come in between you're part of my entity here for infinity when the war has took its part when the world has dealt its cards if the hand is hard together we'll mend your heart because   rihanna when the sun shine we shine together told you i'll be here forever said i'll always be your friend took an oath i'ma stick it out to the end now that it's raining more than ever know that we'll still have each other you can stand under my umbrella you can stand under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh eh eheh   rihanna you can run into my arms it's okay don't be alarmed come into me there's no distance in between our love so gon' and let the rain pour i'll be all you need and more because   rihanna when the sun shine we shine together told you i'll be here forever said i'll always be your friend took an oath i'ma stick it out to the end now that it's raining more than ever know that we'll still have each other you can stand under my umbrella you can stand under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh under my umbrella ella ella eh eh eh eh eheh   rihanna it's rainin' rainin' ooh baby it's rainin' rainin' baby come here to me come into me it's rainin' rainin' ooh baby it's rainin' rainin' you can always come into me come into me it's pourin' rain it's pourin' rain come here to me come into me it's pourin' rain it's pourin' rain,barbadian pop
Rihanna,Man Down,Loud,2010-11-12,sak pasé   i didn't mean to end his life i know it wasn't right i can't even sleep at night can't get it off my mind i need to get out of sight 'fore i end up behind bars what started out as a simple altercation turned into a real sticky situation me just thinking on the time that i'm facing makes me wanna cry  pre 'cause i didn't mean to hurt him coulda been somebody's son and i took his heart when i pulled out that gun rumpumpumpum rumpumpumpum rumpumpumpum man down rumpumpumpum rumpumpumpum rumpumpumpum man down   oh mama mama mama i just shot a man down in central station in front of a big ol' crowd oh why oh why oh mama mama mama i just shot a man down in central station   it's a twentytwo i call her peggy sue when she fits right down in my shoes what you expect me to do if you're playing me for a fool i will lose my cool and reach for my firearm i didn't mean to lay him down but it's too late to turn back now don't know what i was thinking now he's no longer living so i'm 'bout to leave town ayyuh  pre 'cause i didn't mean to hurt him coulda been somebody's son and i took his heart when i pulled out that gun rumpumpumpum rumpumpumpum rumpumpumpum man down rumpumpumpum rumpumpumpum rumpumpumpum man down   oh mama mama mama i just shot a man down in central station in front of a big ol' crowd oh why oh why oh mama mama mama i just shot a man down would you hear me now in central station   look i'd never thought i'd do it never thought i'd do it never thought i'd do it oh gosh whatever happened to me ever happened to me ever happened to me why did i pull the trigger pull the trigger pull the trigger boom and end a nigga end a nigga life so soon when mi pull the trigger pull the trigger pull it pon' you somebody tell me what i'm gonna what i'm gonna do eh rumpumpumpum rumpumpumpum rumpumpumpum mi say wah man down a weh mi say rumpumpumpum rumpumpumpum rumpumpumpum when mi went downtown 'cause now i am criminal criminal criminal oh lord oh mercy now i am a criminal man down tell the judge please gimme minimal run outta town none a dem can see mi now see mi now   oh mama mama mama i just shot a man down in central station in front of a big ol' crowd oh why oh why oh mama mama mama i just shot a man down in central station,barbadian pop
Rihanna,Pon de Replay,Music of the Sun (UK Edition)  ,2005-05-24,come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up   it goes one by one even two by two everybody on the floor let me show you how we do let's go dip it low then you bring it up slow wind it up one time wind it back once more  pre come run run run run everybody move run lemme see you move and rock it 'til the groove done shake it 'til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah one time for your mind say it yeah yeah well i'm ready for ya come let me show ya you want to groove i'mma show you how to move come   come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up  post hey mister please mr dj tell me if you hear me turn the music up hey mister hey mister please mr dj tell me if you hear me turn the music up   it goes one by one even two by two everybody in the club gon' be rockin' when i'm through let the bass from the speakers run through ya sneakers move both ya feet and run to the beat  pre come run run run run everybody move run lemme see you move and rock it 'til the groove done shake it 'til the moon becomes the sun sun everybody in the club give me a run run if you ready to move say it yeah one time for your mind say it yeah yeah well i'm ready for ya come let me show ya you want to groove i'mma show you how to move   come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up  post hey mister hey mister please mr dj tell me if you hear me turn the music up turn the music up right now hey mister oh mister please mr dj tell me if you hear me turn the music up turn the music up right now   okay everybody get down if you feel me put your hands up to the ceiling everybody get down if you feel me come and put your hands up to the ceiling everybody get down if you feel me put your hands up to the ceiling everybody get down if you feel me come and put your hands up to the ceiling   come mr dj song pon de replay come mr dj song pon de replay come mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what all the gyal pon the dancefloor come mr dj won't you turn the music up come mr dj song pon de replay hey mr dj boy hey mr dj won't you turn the music up all the gyal pon the dancefloor wantin' some more what come mr dj won't you turn the music up,barbadian pop
Rihanna,Hate That I Love You,Good Girl Gone Bad,2007-08-21,rihanna  neyo yeah yeah yeah yeah that's how much i love you yeah that's how much i need you yeah yeah yeah   rihanna  neyo both and i can't stand you must everything you do make me wanna smile can i not like you for awhile no but you won't let me you upset me girl and then you kiss my lips all of a sudden i forget that i was upset can't remember what you did but i hate it you know exactly what to do so that i can't stay mad at you for too long that's wrong but i hate it you know exactly how to touch so that i don't wanna fuss and fight no more said i despise that i adore you   rihanna  neyo and i hate how much i love you boy yeah i can't stand how much i need you i need you and i hate how much i love you boy oh whoa but i just can't let you go and i hate that i love you so oh   neyo  rihanna you completely know the power that you have power that you have the only one makes me laugh makes me laugh said it's not fair how you take advantage of the fact that i i love you beyond the reason why why and it just ain't right oh   neyo  rihanna and i hate how much i love you girl ooh i can't stand how much i need you yeah and i hate how much i love you girl but i just can't let you go ooh but i hate that i love you so   rihanna  neyo both one of these days maybe your magic won't affect me hmm and your kiss won't make me weak but no one in this world knows me the way you know me so you'll probably always have a spell on me yeah ooh oh oh yeah yeah yeah yeah yeah yeah   rihanna  neyo both that's how much i love you how much as i need you how much i need you how much i love you that's how much i love you oh i need you that's how much i need you i need you and i hate that i love you so and i hate how much i love you boy i can't stand how much i need you i can't stand how much i need you and i hate how much i love you boy yeah but i just can't let you go but i just can't let you go no and i hate that i love you so ooh and i hate that i love you so so,barbadian pop
Taylor Swift,Love Story,Fearless,2008-09-12,we were both young when i first saw you i close my eyes and the flashback starts i'm standing there on a balcony in summer air see the lights see the party the ball gowns see you make your way through the crowd and say hello little did i know  pre  that you were romeo you were throwing pebbles and my daddy said stay away from juliet and i was crying on the staircase begging you please don't go and i said    romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes   so i sneak out to the garden to see you we keep quiet 'cause we're dead if they knew so close your eyes escape this town for a little while  pre  'cause you were romeo i was a scarlet letter and my daddy said stay away from juliet but you were everything to me i was begging you please don't go and i said    romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes romeo save me they're trying to tell me how to feel this love is difficult but it's real don't be afraid we'll make it out of this mess it's a love story baby just say yes oh oh   i got tired of waiting wondering if you were ever coming around my faith in you was fading when i met you on the outskirts of town and i said romeo save me i've been feeling so alone i keep waiting for you but you never come is this in my head i don't know what to think he knelt to the ground and pulled out a ring and said    marry me juliet you'll never have to be alone i love you and that's all i really know i talked to your dad go pick out a white dress it's a love story baby just say yes   oh oh oh oh 'cause we were both young when i first saw you,dance pop
Taylor Swift,Wildest Dreams,1989,2014-10-27,he said let's get out of this town drive out of this city away from the crowds i thought heaven can't help me now nothing lasts forever but this is gonna take me down  pre  he's so tall and handsome as hell he's so bad but he does it so well i can see the end as it begins my one condition is   say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your wildest dreams ahaah haa wildest dreams ahaah haa   i said no one has to know what we do his hands are in my hair his clothes are in my room and his voice is a familiar sound nothing lasts forever but this is gettin' good now  pre  he's so tall and handsome as hell he's so bad but he does it so well and when we've had our very last kiss my last request it is   say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your wildest dreams ahaah haa ahaah haa wildest dreams ahaah haa   you'll see me in hindsight tangled up with you all night burnin' it down someday when you leave me i'd bet these memories follow you around you'll see me in hindsight tangled up with you all night burning burning it it down down someday when you leave me i'll bet these memories follow follow you you around around follow you around  breakdown say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just pretend   say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your pretend just pretend wildest dreams ahaah ha ahaahaahaahaahhafhaa in your wildest dreams ahaah haa even if it's just in your wildest dreams ahaah haa in your wildest dreams ahaah haa,dance pop
Taylor Swift,Shake It Off,1989,2014-08-18,i stay out too late got nothing in my brain that's what people say mmm mmm that's what people say mmm mmm i go on too many dates but i can't make them stay at least that's what people say mmm mmm that's what people say mmm mmm  pre  but i keep cruisin' can't stop won't stop movin' it's like i got this music in my mind sayin' it's gonna be alright   'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off   i never miss a beat i'm lightning on my feet and that's what they dont see mmm mmm that's what they dont see mmm mmm i'm dancin' on my own dancin' on my own i make the moves up as i go moves up as i go and that's what they don't know mmm mmm thats what they dont know mmm mmm  pre  but i keep cruisin' can't stop won't stop groovin' it's like i got this music in my mind sayin' it's gonna be alright   'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off  post shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off  interlude hey hey hey just think while you've been gettin' down and out about the liars and the dirty dirty cheats of the world you could've been getting down to this sick beat   my exman brought his new girlfriend she's like oh my god but i'm just gonna shake and to the fella over there with the hella good hair won't you come on over baby we can shake shake shake yeah oh oh oh   'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate haters gonna hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break mmhm and the fakers gonna fake fake fake fake fake and fake and fake and fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off  post shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off yeah shake it off i shake it off i i i shake it off i shake it off you got to i i i shake it off i shake it off i i i shake it off i shake it off  video directed by mark romanek,dance pop
Taylor Swift,I Knew You Were Trouble.,Red (Deluxe Edition),2012-10-09,once upon a time a few mistakes ago i was in your sights you got me alone you found me you found me you found me i guess you didn't care and i guess i liked that and when i fell hard you took a step back without me without me without me  pre and he's long gone when he's next to me and i realize the blame is on me   'cause i knew you were trouble when you walked in so shame on me now flew me to places i'd never been 'til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places i'd never been now i'm lying on the cold hard ground oh ohoh trouble trouble trouble oh ohoh trouble trouble trouble   no apologies he'll never see you cry pretends he doesn't know that he's the reason why you're drowning you're drowning you're drowning and i heard you moved on from whispers on the street a new notch in your belt is all i'll ever be and now i see now i see now i see  pre he was long gone when he met me and i realize the joke is on me hey   i knew you were trouble when you walked in oh so shame on me now flew me to places i'd never been 'til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places i'd never been yeah now i'm lying on the cold hard ground oh ohoh yeah trouble trouble trouble oh ohoh trouble trouble trouble   and the saddest fear comes creeping in that you never loved me or her or anyone or anything yeah   i knew you were trouble when you walked in so shame on me now flew me to places i'd never been never been 'til you put me down oh i knew you were trouble when you walked in knew it right there so shame on me now knew it right there flew me to places i'd never been ooh now i'm lying on the cold hard ground oh ohoh trouble trouble trouble oh oh ohoh trouble trouble trouble   i knew you were trouble when you walked in trouble trouble trouble i knew you were trouble when you walked in trouble trouble trouble,dance pop
Taylor Swift,We Are Never Ever Getting Back Together,Red (Deluxe Edition),2012-08-13,i remember when we broke up the first time saying this is it i've had enough 'cause like we hadn't seen each other in a month when you said you needed space what then you come around again and say baby i miss you and i swear i'm gonna change trust me remember how that lasted for a day i say i hate you we break up you call me i love you  pre  oohoohoohoohooh we called it off again last night but oohoohoohoohooh this time i'm telling you i'm telling you   we are never ever ever getting back together we are never ever ever getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together like ever   i'm really gonna miss you picking fights and me falling for it screaming that i'm right and you would hide away and find your peace of mind with some indie record that's much cooler than mine  pre  oohoohoohoohooh you called me up again tonight but oohoohoohoohooh this time i'm telling you i'm telling you   we are never ever ever getting back together we are never ever ever ever getting back together you go talk to your friends talk to my friends talk to me talk to me but we are never ever ever ever getting back together  post oohoohoohoohooh yeah oohoohoohoohooh yeah oohoohoohoohooh yeah ohohoh   i used to think that we were forever ever and i used to say never say never ugh so he calls me up and he's like i still love you and i'm like i just i mean this is exhausting you know like we are never getting back together like ever   we are never ever ever getting back together we are never ever ever ooh getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together   we oohoohoohoohooh oohoohooh no getting back together we oohoohoohoohooh oh oh yeah getting back together you go talk to your friends talk to my friends talk to me talk to me but we are never ever ever ever getting back together,dance pop
Ariana Grande,"​thank u, next","thank u, next",2018-11-03,thought i'd end up with sean but he wasn't a match wrote some songs about ricky now i listen and laugh even almost got married and for pete i'm so thankful wish i could say thank you to malcolm 'cause he was an angel  pre one taught me love one taught me patience and one taught me pain now i'm so amazing say i've loved and i've lost but that's not what i see so look what i got look what you taught me and for that i say   thank you next next thank you next next thank you next i'm so fuckin' grateful for my ex thank you next next thank you next next thank you next next i'm so fuckin'   spend more time with my friends i ain't worried 'bout nothin' plus i met someone else we havin' better discussions i know they say i move on too fast but this one gon' last 'cause her name is ari and i'm so good with that so good with that  pre she taught me love love she taught me patience patience how she handles pain pain that shit's amazing yeah she's amazing i've loved and i've lost yeah yeah but that's not what i see yeah yeah 'cause look what i've found yeah yeah ain't no need for searching and for that i say   thank you next thank you next thank you next thank you next thank you next thank you i'm so fuckin' grateful for my ex thank you next thank you next thank you next said thank you next thank you next next i'm so fuckin' grateful for my ex  post thank you next thank you next thank you next i'm so fuckin'   one day i'll walk down the aisle holding hands with my mama i'll be thanking my dad 'cause she grew from the drama only wanna do it once real bad gon' make that shit last god forbid something happens least this song is a smash song is a smash  pre i've got so much love love got so much patience patience and i've learned from the pain pain i turned out amazing turned out amazing say i've loved and i've lost yeah yeah but that's not what i see yeah yeah 'cause look what i've found yeah yeah ain't no need for searching and for that i say   thank you next thank you next thank you next thank you next thank you next i'm so fuckin' grateful for my ex thank you next thank you next thank you next said thank you next thank you next next i'm so fuckin' grateful for my ex  post thank you next thank you next thank you next yeah yee thank you next thank you next thank you next yeah yee,dance pop
Ariana Grande,"​break up with your girlfriend, i’m bored","thank u, next",2019-02-08,you got me some type of way hmm ain't used to feelin' this way mmmmmm i do not know what to say yeah yeah but i know i shouldn't think about it took one fuckin' look at your face hmm now i wanna know how you taste mmmmmm usually don't give it away yeah yeah but you know i'm out here thinkin' 'bout it  pre then i realize she's right there and i'm at home like damn this ain't fair   break up with your girlfriend girlfriend yeah yeah 'cause i'm bored you could hit it in the mornin' mornin' yeah yeah like it's yours i know it ain't right but i don't care care break up with your girlfriend girlfriend yeah yeah 'cause i'm bored   this shit always happen to me yeah why can't we just play for keeps mmmmmm practically on my knees yeah yeah but i know i shouldn't think about it you know what you're doin' to me you're singin' my songs in the streets yeah yeah actin' all innocent please when i know you out here thinkin' 'bout it  pre then you realize she's right there yeah and you're at home like damn she can't compare   break up with your girlfriend girlfriend yeah yeah 'cause i'm bored you could hit it in the mornin' in the mornin' yeah yeah like it's yours i know it ain't right but i don't care i don't care yee break up with your girlfriend with your girlfriend yeah yeah 'cause i'm bored  post with your girlfriend girlfriend girlfriend girlfriend with your girlfriend with your girlfriend girlfriend girlfriend girlfriend   you could say i'm hatin' if you want to but i only hate on her 'cause i want you say i'm trippin' if you feel like but you without me ain't right ain't right you could call me crazy 'cause i want you and i never even ever fuckin' met you say i'm trippin' and it ain't right but you without me ain't nice ain't nice yeah   break up with your girlfriend with your girlfriend yeah yeah 'cause i'm bored you could hit it in the mornin' hit in the mornin' yeah yeah yeah yeah yeah like it's yours i know it ain't right but i don't care care yeah break up with your girlfriend with your girlfriend yeah yeah 'cause i'm bored  post with your girlfriend girlfriend girlfriend baby girlfriend with your girlfriend with your girlfriend girlfriend girlfriend girlfriend with your girlfriend,dance pop
Ariana Grande,​imagine,"thank u, next",2018-12-14,step up the two of us nobody knows us get in the car like skrrt staying up all night order me pad thai then we gon' sleep 'til noon me with no makeup you in the bathtub bubbles and bubbly ooh this is a pleasure feel like we never act this regular  pre click click click and post dripdripdripped in gold quick quick quick let's go kiss me and take off your clothes   imagine a world like that imagine a world like that we go like up 'til i'm 'sleep on your chest love how my face fits so good in your neck why can't you imagine a world like that imagine a world   knew you were perfect after the first kiss took a deep breath like ooh feels like forever baby i never thought that it would be you tell me your secrets all of the creep shit that's how i know it's true baby direct it name in the credits like the movies do  pre click click click and post dripdripdripped in gold quick quick quick let's go kiss me and take off your clothes   imagine a world like that imagine a world like that we go like up 'til i'm 'sleep on your chest love how my face fits so good in your neck why can't you imagine a world like that imagine a world   can you imagine it can you imagine it can you imagine it can you imagine it can you imagine it can you imagine can you imagine it can you imagine can you imagine it can you imagine ooh imagine it can you imagine imagine it imagine it imagine it imagine it imagine imagine imagine imagine imagine imagine,dance pop
Ariana Grande,​needy,"thank u, next",2019-02-08,if you take too long to hit me back i can't promise you how ill react but all i can say is at least i'll wait for you lately i've been on a roller coaster tryna get a hold of my emotions but all that i know is i need you close  pre ima scream and shout for what i love passionate but i don't give no fucks i admit that i'm a lil' messed up but i can hide it when i'm all dressed up i'm obsessive and i love too hard good at overthinking with my heart how you even think it got this far this far   and i can be needy way too damn needy i can be needy tell me how good it feels to be needed i can be needy so hard to please me i know it feels so good to be needed   sorry if i'm up and down a lot yeah sorry that i think i'm not enough and sorry if i say sorry way too much you can go ahead and call me selfish selfish but after all this damage i cant help it help it but what you can trust is i need your touch  pre ima scream and shout for what i love passionate but i don't give no fucks i admit that im a lil' messed up but i can hide it when i'm all dressed up i'm obsessive and i love too hard good at overthinking with my heart how you even think it got this far this far   and i can be needy way too damn needy i can be needy tell me how good it feels to be needed i can be needy so hard to please me i know it feels so good to be needed,dance pop
Ariana Grande,​ghostin,"thank u, next",2019-02-08,i know you hear me when i cry i try to hold it in at night while you're sleeping next to me but it's your arms that i need this time this time look at the cards that we've been dealt if you were anybody else probably wouldn't last a day every tear's a rain parade from hell from hell  pre baby you do it so well you've been so understanding you've been so good and i'm puttin' you through more than one ever should and i'm hating myself 'cause you don't want to admit that it hurts you   i know that it breaks your heart when i cry again over him mmh i know that it breaks your heart when i cry again 'stead of ghostin' him  post we'll get through this we'll get past this i'm a girl with a whole lot of baggage but i love you we'll get past this i'm a girl with a whole lot of baggage oh yeah   though i wish he were here instead don't want that living in your head he just comes to visit me when i'm dreaming every now and then and then and after all that we been through and after all that we been through there's so much to look forward to what was done and what was said leave it all here in this bed with you with you  pre baby you do it so well you've been so understanding you've been so good and i'm puttin' you through more than one ever should and i'm hating myself 'cause you don't want to admit that it hurts you baby   i know that it breaks your heart when i cry again over him mmh i know that it breaks your heart when i cry again 'stead of ghostin' him  post we'll get through this we'll get past this i'm a girl with girl with a whole lot of baggage but i love you love you we'll get past this past this i'm a girl with a whole lot of baggage yeah yeah,dance pop
Ariana Grande,​in my head,"thank u, next",2019-02-08,doug middlebrook here's the thing youre in love with a version of a person that you've created in your head that you are trying to but cannot fix uh the only person you can fix is yourself i love you this has gone on way too long enough is enough i'm two blocks away im coming over   ariana grande painted a picture i thought i knew you well i got a habit of seeing what isn't there caught in the moment tangled up in your sheets when you broke my heart i said you only wanted half of me  pre ariana grande my imagination's too creative they see demon i see angel angel angel angel without the halo wingless angel   ariana grande falling falling but i never thought you'd leave me falling falling needed something to believe in oh i thought you were the one but it was all in my head it was all in my head skrrt skrrt  post ariana grande yeah look at you you boy i invented you your gucci tennis shoes runnin' from your issues cardio good for the heart for the heart i figured we could work it out hmm   ariana grande painted a picture i thought i drew you well i had a vision seeing what isn't there caught in the moment tangled up in your sheets when you broke my heart said you only wanted half of me  pre ariana grande my imagination's too creative they see cain and i see abel abel abel abel abel i know you're able willin and able   ariana grande falling falling but i thought that you would need me falling falling needed something to believe in oh i thought you were the one but it was all in my head it was all in my head skrrt skrrt  post ariana grande yeah look at you you boy i invented you your gucci tennis shoes runnin from your issues cardio good for the heart for the heart i figured we could work it out hmm   ariana grande wanted you to grow but boy you wasn't budding everything you are made you everything you arent i saw your potential without seein' credentials maybe that's the issue yeah yeah said maybe that's the issue ah cant hold that shit against you ah guess i did it to myself yeah thought you were somebody else you   thought you were somebody else you you thought you were somebody else you,dance pop
Ariana Grande,NASA,"thank u, next",2019-02-08,shangela laquifa wadley this is one small step for woman one giant leap for womankind   i'd rather be alone tonight you can say i love you through the phone tonight really dont wanna be in your arms tonight i'll just use my covers to stay warm tonight think i'm better off here all alone tonight aint no checkin' on when i get home tonight just makin' sure i'm good on my own tonight even though there isn't nothin' wrong tonight  pre yeah i'm just sayin' baby i cant really miss you if im with you and when i miss you it'll change the way i kiss you baby you know time apart is beneficial its like i'm the uniand you be nasa   give you the whole world i'ma need space i'ma need space ima i'ma need you know i'm a star space i'ma need space i'ma need space i'ma i'ma need space nasa give you the whole world i'ma need space i'ma need space i'ma i'ma need you know i'm a star space i'ma need space i'ma need space i'ma i'ma need space nasa   bottom line usually i would love it if you stayed the night i just think i'm on another page tonight it ain't nothing wrong with saying i need me time usually i would orbit around you but gravity seems to be the only thing that's pulling me you'll be my rise and shine soon as them stars align mmm  pre baby i can't really miss you if i'm with you and when i miss you it'll change the way i kiss you baby you know time apart is beneficial it's like i'm the uniand you be nasa   give you the whole world i'ma need space i'ma need space i'ma i'ma need you know i'm a star space i'ma need space i'ma need space i'ma i'ma need space nasa give you the whole world i'ma need space i'ma need space i'ma i'ma need you know i'm a star space i'ma need space i'ma need space i'ma i'ma need space nasa   you don't wanna leave me but i'm tryna selfdiscover keep me in your orbit and you know you'll drag me under you don't wanna leave me but i'm tryna selfdiscover you don't wanna leave me but i'm tryna selfdiscover keep me in your orbit and you know you'll drag me under keep me in your orbit and you know you'll drag me under   i'd rather be alone tonight mmm you can say i love you through the phone tonight ah hmmmmm,dance pop
