Unnamed: 0,Artist,Title,Album,Year_x,Date,Lyric,Number,Top Genre,Year_y,Beats Per Minute (BPM),Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Index
8.0,Maroon 5,She Will Be Loved,Songs About Jane,2002.0,2002-06-25,beauty queen of only eighteen she had some trouble with herself he was always there to help her she always belonged to someone else  pre i drove for miles and miles and wound up at your door i've had you so many times but somehow i want more   i don't mind spending every day out on your corner in the pouring rain look for the girl with the broken smile ask her if she wants to stay a while  post and she will be loved and she will be loved   tap on my window knock on my door i want to make you feel beautiful i know i tend to get so insecure doesn't matter anymore  pre it's not always rainbows and butterflies it's compromise that moves us along yeah my heart is full and my door's always open you come any time you want yeah   i don't mind spending every day out on your corner in the pouring rain look for the girl with the broken smile ask her if she wants to stay a while  post and she will be loved and she will be loved and she will be loved and she will be loved   i know where you hide alone in your car know all of the things that make you who you are i know that goodbye means nothing at all comes back and makes me catch her every time she falls yeah  pre tap on my window knock on my door i want to make you feel beautiful   i don't mind spending every day out on your corner in the pouring rain oh look for the girl with the broken smile ask her if she wants to stay a while  post and she will be loved and she will be loved and she will be loved and she will be loved   fading out i don't mind spending every day out on your corner in the pouring rain please don't try so hard to say goodbye,,pop,2002,102,71,71,-6,13,54,257,6,3,74,7.0
0.0,Ed Sheeran,Shape of You,÷ (Divide),2017.0,2017-01-06,the club isn't the best place to find a lover so the bar is where i go me and my friends at the table doing shots drinking fast and then we talk slow and you come over and start up a conversation with just me and trust me i'll give it a chance now take my hand stop put van the man on the jukebox and then we start to dance and now i'm singing like  pre girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy don't mind me say boy let's not talk too much grab on my waist and put that body on me come on now follow my lead come come on now follow my lead   i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body and last night you were in my room and now my bed sheets smell like you every day discovering something brand new i'm in love with your body ohiohiohiohi i'm in love with your body ohiohiohiohi i'm in love with your body ohiohiohiohi i'm in love with your body every day discovering something brand new i'm in love with the shape of you   one week in we let the story begin we're going out on our first date you and me are thrifty so go all you can eat fill up your bag and i fill up a plate we talk for hours and hours about the sweet and the sour and how your family is doing okay leave and get in a taxi then kiss in the backseat tell the driver make the radio play and i'm singing like  pre girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy don't mind me say boy let's not talk too much grab on my waist and put that body on me come on now follow my lead come come on now follow my lead   i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body and last night you were in my room and now my bed sheets smell like you every day discovering something brand new i'm in love with your body ohiohiohiohi i'm in love with your body ohiohiohiohi i'm in love with your body ohiohiohiohi i'm in love with your body every day discovering something brand new i'm in love with the shape of you   come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on   i'm in love with the shape of you we push and pull like a magnet do although my heart is falling too i'm in love with your body last night you were in my room and now my bed sheets smell like you every day discovering something brand new i'm in love with your body come on be my baby come on come on be my baby come on i'm in love with your body come on be my baby come on come on be my baby come on i'm in love with your body come on be my baby come on come on be my baby come on i'm in love with your body every day discovering something brand new i'm in love with the shape of you,,pop,2017,96,65,83,-3,9,93,234,58,8,87,688.0
1.0,Ed Sheeran,Perfect,÷ (Divide),2017.0,2017-03-03,i found a love for me oh darling just dive right in and follow my lead well i found a girl beautiful and sweet oh i never knew you were the someone waiting for me 'cause we were just kids when we fell in love not knowing what it was i will not give you up this time but darling just kiss me slow your heart is all i own and in your eyes you're holding mine   baby i'm dancing in the dark with you between my arms barefoot on the grass listening to our favourite song when you said you looked a mess i whispered underneath my breath but you heard it darling you look perfect tonight   well i found a woman stronger than anyone i know she shares my dreams i hope that someday i'll share her home i found a love to carry more than just my secrets to carry love to carry children of our own we are still kids but we're so in love fighting against all odds i know we'll be alright this time darling just hold my hand be my girl i'll be your man i see my future in your eyes    baby i'm dancing in the dark with you between my arms barefoot on the grass listening to our favorite song when i saw you in that dress looking so beautiful i don't deserve this darling you look perfect tonight      baby i'm dancing in the dark with you between my arms barefoot on the grass listening to our favorite song i have faith in what i see now i know i have met an angel in person and she looks perfect i don't deserve this you look perfect tonight,,pop,2017,95,45,60,-6,11,17,263,16,2,87,684.0
2.0,Ed Sheeran,Castle on the Hill,÷ (Divide),2017.0,2017-01-06,when i was six years old i broke my leg i was running from my brother and his friends and tasted the sweet perfume of the mountain grass i rolled down i was younger then take me back to when i  pre found my heart and broke it here made friends and lost them through the years and i've not seen the roaring fields in so long i know i've grown but i can't wait to go home   i'm on my way driving at 90 down those country lanes singing to tiny dancer and i miss the way you make me feel and it's real we watched the sunset over the castle on the hill   fifteen years old and smoking handrolled cigarettes running from the law through the backfields and getting drunk with my friends had my first kiss on a friday night i don't reckon that i did it right but i was younger then take me back to when  pre we found weekend jobs when we got paid we'd buy cheap spirits and drink them straight me and my friends have not thrown up in so long oh how we've grown but i can't wait to go home   i'm on my way driving at 90 down those country lanes singing to tiny dancer and i miss the way you make me feel and it's real we watched the sunset over the castle on the hill over the castle on the hill over the castle on the hill   one friend left to sell clothes one works down by the coast one had two kids but lives alone one's brother overdosed one's already on his second wife one's just barely getting by but these people raised me and i can't wait to go home   and i'm on my way i still remember these old country lanes when we did not know the answers and i miss the way you make me feel it's real we watched the sunset over the castle on the hill over the castle on the hill over the castle on the hill,,pop,2017,135,83,46,-5,14,47,261,2,10,79,692.0
3.0,Ed Sheeran,Happier,÷ (Divide),2017.0,2017-03-03,walking down 9th and park i saw you in another's arm only a month we've been apart you look happier saw you walk inside a bar he said something to make you laugh i saw that both your smiles were twice as wide as ours yeah you look happier you do  prechrous ain't nobody hurt you like i hurt you but ain't nobody love you like i do promise that i will not take it personal baby if you're moving on with someone new   'cause baby you look happier you do my friends told me one day i'll feel it too and until then i'll smile to hide the truth but i know i was happier with you   sat in the corner of the room everything's reminding me of you nursing an empty bottle and telling myself you're happier aren't you  pre  oh ain't nobody hurt you like i hurt you but ain't nobody need you like i do i know that there's others that deserve you but my darling i am still in love with you    but i guess you look happier you do my friends told me one day ill feel it too i could try to smile to hide the truth but i know i was happier with you   cause baby you look happier you do i knew one day youd fall for someone new but if he breaks your heart like lovers do just know that ill be waiting here for you,24.0,pop,2017,90,39,52,-7,14,24,208,54,3,82,
3.0,Ed Sheeran,Happier,÷ (Divide),2017.0,2017-03-03,walking down 9th and park i saw you in another's arm only a month we've been apart you look happier saw you walk inside a bar he said something to make you laugh i saw that both your smiles were twice as wide as ours yeah you look happier you do  prechrous ain't nobody hurt you like i hurt you but ain't nobody love you like i do promise that i will not take it personal baby if you're moving on with someone new   'cause baby you look happier you do my friends told me one day i'll feel it too and until then i'll smile to hide the truth but i know i was happier with you   sat in the corner of the room everything's reminding me of you nursing an empty bottle and telling myself you're happier aren't you  pre  oh ain't nobody hurt you like i hurt you but ain't nobody need you like i do i know that there's others that deserve you but my darling i am still in love with you    but i guess you look happier you do my friends told me one day ill feel it too i could try to smile to hide the truth but i know i was happier with you   cause baby you look happier you do i knew one day youd fall for someone new but if he breaks your heart like lovers do just know that ill be waiting here for you,,pop,2017,90,39,52,-7,14,24,208,54,3,83,709.0
4.0,Ed Sheeran,Supermarket Flowers,÷ (Divide),2017.0,2017-03-03,i took the supermarket flowers from the windowsill i threw the day old tea from the cup packed up the photo album matthew had made memories of a life that's been loved took the get well soon cards and stuffed animals poured the old ginger beer down the sink dad always told me don't you cry when you're down but mum there's a tear every time that i blink  pre oh i'm in pieces it's tearing me up but i know a heart that's broke is a heart that's been loved   so i'll sing hallelujah you were an angel in the shape of my mum when i fell down you'd be there holding me up spread your wings as you go when god takes you back he'll say hallelujah you're home   i fluffed the pillows made the beds stacked the chairs up folded your nightgowns neatly in a case john says he'd drive then put his hand on my cheek and wiped a tear from the side of my face  pre i hope that i see the world as you did 'cause i know a life with love is a life that's been lived   so i'll sing hallelujah you were an angel in the shape of my mum when i fell down you'd be there holding me up spread your wings as you go when god takes you back he'll say hallelujah you're home   hallelujah you were an angel in the shape of my mum you got to see the person i have become spread your wings and i know that when god took you back he said hallelujah you're home,,pop,2017,90,24,59,-11,9,26,221,91,4,78,712.0
6.0,Ed Sheeran,Galway Girl,÷ (Divide),2017.0,2017-03-03,she played the fiddle in an irish band but she fell in love with an english man kissed her on the neck and then i took her by the hand said baby i just want to dance   i met her on grafton street right outside of the bar she shared a cigarette with me while her brother played the  she asked me what does it mean the gaelic ink on your arm said it was one of my friend's songs do you want to drink on she took jamie as a chaser jack for the fun she got arthur on the table with johnny riding a shotgun chatted some more one more drink at the bar then put van on the jukebox got up to dance   you know she played the fiddle in an irish band but she fell in love with an english man kissed her on the neck and then i took her by the hand said baby i just want to dance with my pretty little galway girl you're my pretty little galway girl   you know she beat me at darts and then she beat me at pool and then she kissed me like there was nobody else in the room as last orders were called was when she stood on the stool after dancing the céili singing to trad tunes i never heard carrickfergus ever sung so sweet a cappella in the bar using her feet for a beat oh i could have that voice playing on repeat for a week and in this packed out room swear she was singing to me   you know she played the fiddle in an irish band but she fell in love with an english man kissed her on the neck and then i took her by the hand said baby i just want to dance my pretty little galway girl my my my my my my my galway girl my my my my my my my galway girl my my my my my my my galway girl   and now we've outstayed our welcome and it's closing time i was holding her hand her hand was holding mine our coats both smell of smoke whisky and wine as we fill up our lungs with the cold air of the night i walked her home then she took me inside to finish some doritos and another bottle of wine i swear i'm gonna put you in a song that i write about a galway girl and a perfect night   she played the fiddle in an irish band but she fell in love with an english man kissed her on the neck and then i took her by the hand said baby i just want to dance my pretty little galway girl my my my my my my my galway girl my my my my my my my galway girl my my my my my my my galway girl,,pop,2017,100,88,62,-3,33,78,171,7,10,80,710.0
8.0,Ed Sheeran,Photograph,× (Multiply),2014.0,2014-06-23,loving can hurt loving can hurt sometimes but it's the only thing that i know when it gets hard you know it can get hard sometimes it is the only thing that makes us feel alive  pre we keep this love in a photograph we made these memories for ourselves where our eyes are never closing our hearts were never broken and time's forever frozen still   so you can keep me inside the pocket of your ripped jeans holding me close until our eyes meet you won't ever be alone wait for me to come home   loving can heal loving can mend your soul and it's the only thing that i know know i swear it will get easier remember that with every piece of ya and it's the only thing to take with us when we die  pre we keep this love in a photograph we made these memories for ourselves where our eyes are never closing our hearts were never broken and time's forever frozen still   so you can keep me inside the pocket of your ripped jeans holding me close until our eyes meet you won't ever be alone and if you hurt me that's okay baby only words bleed inside these pages you just hold me and i won't ever let you go wait for me to come home   wait for me to come home wait for me to come home wait for me to come home   oh you can fit me inside the necklace you got when you were 6 next to your heartbeat where i should be keep it deep within your soul and if you hurt me that's okay baby only words bleed inside these pages you just hold me and i won't ever let you go   when i'm away i will remember how you kissed me under the lamppost back on sixth street hearing you whisper through the phone wait for me to come home,,pop,2014,108,38,61,-10,10,20,259,61,5,84,578.0
10.0,Ed Sheeran,The A Team,+ (Plus),2011.0,2011-06-12,white lips pale face breathing in the snowflakes burnt lungs sour taste light's gone days end struggling to pay rent long nights strange men  pre and they say she's in the class a team stuck in her daydream been this way since 8 but lately her face seems slowly sinking wasting crumbling like pastries and they scream the worst things in life come free to us   'cause we're just under the upper hand and go mad for a couple grams and she don't want to go outside tonight and in a pipe she flies to the motherland or sells love to another man it's too cold outside for angels to fly angels to fly   ripped gloves raincoat tried to swim and stay afloat dry house wet clothes loose change bank notes wearyeyed dry throat call girl no phone  pre and they say she's in the class a team stuck in her daydream been this way since 8 but lately her face seems slowly sinking wasting crumbling like pastries and they scream the worst things in life come free to us   'cause we're just under the upper hand and go mad for a couple grams and she don't want to go outside tonight and in a pipe she flies to the motherland or sells love to another man it's too cold outside for angels to fly   an angel will die covered in white closed eyes and hopin' for a better life this time we'll fade out tonight straight down the line  pre and they say she's in the class a team stuck in her daydream been this way since 8 but lately her face seems slowly sinking wasting crumbling like pastries and they scream the worst things in life come free to us   and we're all under the upper hand and go mad for a couple grams and we don't want to go outside tonight and in a pipe we fly to the motherland or sell love to another man it's too cold outside for angels to fly angels to fly fly fly for angels to fly to fly to fly for angels to die,,pop,2011,85,29,64,-10,18,41,258,67,4,76,445.0
12.0,Ed Sheeran,I See Fire,× (Multiply),2013.0,2013-11-05,oh misty eye of the mountain below keep careful watch of my brothers' souls and should the sky be filled with fire and smoke keep watching over durin's sons   if this is to end in fire then we should all burn together watch the flames climb high into the night calling out father oh stand by and we will watch the flames burn auburn on the mountain side   and if we should die tonight we should all die together raise a glass of wine for the last time calling out father oh prepare as we will watch the flames burn auburn on the mountain side desolation comes upon the sky   now i see fire inside the mountain i see fire burning the trees and i see fire hollowing souls i see fire blood in the breeze and i hope that you remember me   oh should my people fall then surely i'll do the same confined in mountain halls we got too close to the flame calling out father oh hold fast and we will watch the flames burn auburn on the mountain side desolation comes upon the sky   now i see fire inside the mountain i see fire burning the trees and i see fire hollowing souls i see fire blood in the breeze and i hope that you remember me   and if the night is burning i will cover my eyes for if the dark returns then my brothers will die and as the sky's falling down it crashed into this lonely town and with that shadow upon the ground i hear my people screaming out   now i see fire inside the mountain i see fire burning the trees i see fire hollowing souls i see fire blood in the breeze i see fire oh you know i saw a city burning out i see fire feel the heat upon my skin i see fire and i see fire burn auburn on the mountain side,,pop,2013,76,5,63,-21,10,20,301,56,4,64,528.0
22.0,Ed Sheeran,Give Me Love,+ (Plus),2012.0,2012-11-21,give me love like her 'cause lately i've been waking up alone paint splattered teardrops on my shirt told you i'd let them go  refrain  and that i'll fight my corner maybe tonight i'll call ya after my blood turns into alcohol no i just wanna hold ya  pre give a little time to me or burn this out well play hide and seek to turn this around all i want is the taste that your lips allow   mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy give me love   give me love like never before 'cause lately i've been craving more and it's been a while but i still feel the same maybe i should let you go  refrain  you know i'll fight my corner and that tonight i'll call ya after my blood is drowning in alcohol no i just wanna hold ya  pre give a little time to me or burn this out well play hide and seek to turn this around all i want is the taste that your lips allow mamy mymyy oh give me love give a little time to me or burn this out well play hide and seek to turn this around all i want is the taste that your lips allow   mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy give me love   mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover mmy my mmy my mmy my give me love lover  collision love me love me love me give me love give me love give me love love me give me love   extended mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love mamy mymyy oh give me love,,pop,2011,116,33,53,-10,11,11,526,69,5,73,464.0
28.0,Ed Sheeran,Lego House,+ (Plus),2011.0,2011-09-09,i'm gonna pick up the pieces and build a lego house if things go wrong we can knock it down my three words have two meanings there's one thing on my mind it's all for you  pre and it's dark in a cold december but i've got you to keep me warm and if you're broken i'll mend you and keep you sheltered from the storm that's raging on now   i'm out of touch i'm out of love i'll pick you up when you're getting down and out of all these things i've done i think i love you better now i'm out of sight i'm out of mind i'll do it all for you in time and out of all these things i've done i think i love you better now now   i'm gonna paint you by numbers and colour you in if things go right we can frame it and put you on a wall and it's so hard to say it but i've been here before now i'll surrender up my heart and swap it for yours   i'm out of touch i'm out of love i'll pick you up when you're getting down and out of all these things i've done i think i love you better now i'm out of sight i'm out of mind i'll do it all for you in time and out of all these things i've done i think i love you better now   don't hold me down i think the braces are breaking and it's more than i can take  pre and it's dark in a cold december but i've got you to keep me warm if you're broken i'll mend you and keep you sheltered from the storm that's raging on now   i'm out of touch i'm out of love i'll pick you up when you're getting down and out of all these things i've done i think i love you better now i'm out of sight i'm out of mind i'll do it all for you in time and out of all these things i've done i think i love you better now   i'm out of touch i'm out of love i'll pick you up when you're getting down and out of all these things i've done i will love you better now,,pop,2011,160,64,59,-8,13,56,185,56,10,71,470.0
0.0,Justin Bieber,Love Yourself,Purpose (Deluxe),2015.0,2015-11-13,produced by benny blanco   for all the times that you rained on my parade and all the clubs you get in using my name you think you broke my heart oh girl for goodness sake you think i'm cryin' on my own well i ain't  refrain and i didn't wanna write a song 'cause i didn't want anyone thinking i still care i don't but you still hit my phone up and baby i'll be movin' on and i think you should be somethin' i don't wanna hold back maybe you should know that  pre my mama don't like you and she likes everyone and i never like to admit that i was wrong and i've been so caught up in my job didn't see what's going on but now i know i'm better sleeping on my own   'cause if you like the way you look that much oh baby you should go and love yourself and if you think that i'm still holdin' on to somethin' you should go and love yourself   but when you told me that you hated my friends the only problem was with you and not them and every time you told me my opinion was wrong and tried to make me forget where i came from  refrain and i didn't wanna write a song 'cause i didn't want anyone thinking i still care i don't but you still hit my phone up and baby i'll be movin' on and i think you should be somethin' i don't wanna hold back maybe you should know that  pre my mama don't like you and she likes everyone and i never like to admit that i was wrong and i've been so caught up in my job didn't see what's going on but now i know i'm better sleeping on my own   'cause if you like the way you look that much oh baby you should go and love yourself and if you think that i'm still holdin' on to somethin' you should go and love yourself   for all the times that you made me feel small i fell in love now i feel nothin' at all i never felt so low and i was vulnerable was i a fool to let you break down my walls   'cause if you like the way you look that much oh baby you should go and love yourself and if you think that i'm still holdin' on to somethin' you should go and love yourself 'cause if you like the way you look that much oh baby you should go and love yourself and if you think that i'm still holdin' on to somethin' you should go and love yourself,,canadian pop,2015,100,38,61,-10,28,52,234,84,44,83,645.0
35.0,Taylor Swift,Love Story,Fearless,2008.0,2008-09-12,we were both young when i first saw you i close my eyes and the flashback starts i'm standing there on a balcony in summer air see the lights see the party the ball gowns see you make your way through the crowd and say hello little did i know  pre  that you were romeo you were throwing pebbles and my daddy said stay away from juliet and i was crying on the staircase begging you please don't go and i said    romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes   so i sneak out to the garden to see you we keep quiet 'cause we're dead if they knew so close your eyes escape this town for a little while  pre  'cause you were romeo i was a scarlet letter and my daddy said stay away from juliet but you were everything to me i was begging you please don't go and i said    romeo take me somewhere we can be alone i'll be waiting all there's left to do is run you'll be the prince and i'll be the princess it's a love story baby just say yes romeo save me they're trying to tell me how to feel this love is difficult but it's real don't be afraid we'll make it out of this mess it's a love story baby just say yes oh oh   i got tired of waiting wondering if you were ever coming around my faith in you was fading when i met you on the outskirts of town and i said romeo save me i've been feeling so alone i keep waiting for you but you never come is this in my head i don't know what to think he knelt to the ground and pulled out a ring and said    marry me juliet you'll never have to be alone i love you and that's all i really know i talked to your dad go pick out a white dress it's a love story baby just say yes   oh oh oh oh 'cause we were both young when i first saw you,43.0,dance pop,2008,119,74,62,-4,8,31,236,13,3,73,
48.0,Taylor Swift,Wildest Dreams,1989,2014.0,2014-10-27,he said let's get out of this town drive out of this city away from the crowds i thought heaven can't help me now nothing lasts forever but this is gonna take me down  pre  he's so tall and handsome as hell he's so bad but he does it so well i can see the end as it begins my one condition is   say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your wildest dreams ahaah haa wildest dreams ahaah haa   i said no one has to know what we do his hands are in my hair his clothes are in my room and his voice is a familiar sound nothing lasts forever but this is gettin' good now  pre  he's so tall and handsome as hell he's so bad but he does it so well and when we've had our very last kiss my last request it is   say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your wildest dreams ahaah haa ahaah haa wildest dreams ahaah haa   you'll see me in hindsight tangled up with you all night burnin' it down someday when you leave me i'd bet these memories follow you around you'll see me in hindsight tangled up with you all night burning burning it it down down someday when you leave me i'll bet these memories follow follow you you around around follow you around  breakdown say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just pretend   say you'll remember me standing in a nice dress staring at the sunset babe red lips and rosy cheeks say you'll see me again even if it's just in your pretend just pretend wildest dreams ahaah ha ahaahaahaahaahhafhaa in your wildest dreams ahaah haa even if it's just in your wildest dreams ahaah haa in your wildest dreams ahaah haa,79.0,dance pop,2014,140,66,55,-7,11,47,220,7,7,71,
71.0,Taylor Swift,Shake It Off,1989,2014.0,2014-08-18,i stay out too late got nothing in my brain that's what people say mmm mmm that's what people say mmm mmm i go on too many dates but i can't make them stay at least that's what people say mmm mmm that's what people say mmm mmm  pre  but i keep cruisin' can't stop won't stop movin' it's like i got this music in my mind sayin' it's gonna be alright   'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off   i never miss a beat i'm lightning on my feet and that's what they dont see mmm mmm that's what they dont see mmm mmm i'm dancin' on my own dancin' on my own i make the moves up as i go moves up as i go and that's what they don't know mmm mmm thats what they dont know mmm mmm  pre  but i keep cruisin' can't stop won't stop groovin' it's like i got this music in my mind sayin' it's gonna be alright   'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break and the fakers gonna fake fake fake fake fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off  post shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off  interlude hey hey hey just think while you've been gettin' down and out about the liars and the dirty dirty cheats of the world you could've been getting down to this sick beat   my exman brought his new girlfriend she's like oh my god but i'm just gonna shake and to the fella over there with the hella good hair won't you come on over baby we can shake shake shake yeah oh oh oh   'cause the players gonna play play play play play and the haters gonna hate hate hate hate hate haters gonna hate baby i'm just gonna shake shake shake shake shake i shake it off i shake it off heartbreakers gonna break break break break break mmhm and the fakers gonna fake fake fake fake fake and fake and fake and fake baby i'm just gonna shake shake shake shake shake i shake it off i shake it off  post shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off i i i shake it off i shake it off yeah shake it off i shake it off i i i shake it off i shake it off you got to i i i shake it off i shake it off i i i shake it off i shake it off  video directed by mark romanek,,dance pop,2014,160,80,65,-5,33,94,219,6,17,66,593.0
77.0,Taylor Swift,I Knew You Were Trouble.,Red (Deluxe Edition),2012.0,2012-10-09,once upon a time a few mistakes ago i was in your sights you got me alone you found me you found me you found me i guess you didn't care and i guess i liked that and when i fell hard you took a step back without me without me without me  pre and he's long gone when he's next to me and i realize the blame is on me   'cause i knew you were trouble when you walked in so shame on me now flew me to places i'd never been 'til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places i'd never been now i'm lying on the cold hard ground oh ohoh trouble trouble trouble oh ohoh trouble trouble trouble   no apologies he'll never see you cry pretends he doesn't know that he's the reason why you're drowning you're drowning you're drowning and i heard you moved on from whispers on the street a new notch in your belt is all i'll ever be and now i see now i see now i see  pre he was long gone when he met me and i realize the joke is on me hey   i knew you were trouble when you walked in oh so shame on me now flew me to places i'd never been 'til you put me down oh i knew you were trouble when you walked in so shame on me now flew me to places i'd never been yeah now i'm lying on the cold hard ground oh ohoh yeah trouble trouble trouble oh ohoh trouble trouble trouble   and the saddest fear comes creeping in that you never loved me or her or anyone or anything yeah   i knew you were trouble when you walked in so shame on me now flew me to places i'd never been never been 'til you put me down oh i knew you were trouble when you walked in knew it right there so shame on me now knew it right there flew me to places i'd never been ooh now i'm lying on the cold hard ground oh ohoh trouble trouble trouble oh oh ohoh trouble trouble trouble   i knew you were trouble when you walked in trouble trouble trouble i knew you were trouble when you walked in trouble trouble trouble,28.0,dance pop,2012,77,47,62,-7,3,68,220,0,4,75,
78.0,Taylor Swift,We Are Never Ever Getting Back Together,Red (Deluxe Edition),2012.0,2012-08-13,i remember when we broke up the first time saying this is it i've had enough 'cause like we hadn't seen each other in a month when you said you needed space what then you come around again and say baby i miss you and i swear i'm gonna change trust me remember how that lasted for a day i say i hate you we break up you call me i love you  pre  oohoohoohoohooh we called it off again last night but oohoohoohoohooh this time i'm telling you i'm telling you   we are never ever ever getting back together we are never ever ever getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together like ever   i'm really gonna miss you picking fights and me falling for it screaming that i'm right and you would hide away and find your peace of mind with some indie record that's much cooler than mine  pre  oohoohoohoohooh you called me up again tonight but oohoohoohoohooh this time i'm telling you i'm telling you   we are never ever ever getting back together we are never ever ever ever getting back together you go talk to your friends talk to my friends talk to me talk to me but we are never ever ever ever getting back together  post oohoohoohoohooh yeah oohoohoohoohooh yeah oohoohoohoohooh yeah ohohoh   i used to think that we were forever ever and i used to say never say never ugh so he calls me up and he's like i still love you and i'm like i just i mean this is exhausting you know like we are never getting back together like ever   we are never ever ever getting back together we are never ever ever ooh getting back together you go talk to your friends talk to my friends talk to me but we are never ever ever ever getting back together   we oohoohoohoohooh oohoohooh no getting back together we oohoohoohoohooh oh oh yeah getting back together you go talk to your friends talk to my friends talk to me talk to me but we are never ever ever ever getting back together,42.0,dance pop,2012,86,68,63,-6,12,75,193,1,9,73,
0.0,Coldplay,The Scientist,A Rush of Blood to the Head,2002.0,2002-08-26,come up to meet you tell you i'm sorry you don't know how lovely you are i had to find you tell you i need you tell you i set you apart tell me your secrets and ask me your questions oh let's go back to the start running in circles coming up tails heads on a science apart   nobody said it was easy it's such a shame for us to part nobody said it was easy no one ever said it would be this hard oh take me back to the start   i was just guessing at numbers and figures pulling the puzzles apart questions of science science and progress do not speak as loud as my heart tell me you love me come back and haunt me oh and i rush to the start running in circles chasing our tails coming back as we are   nobody said it was easy oh it's such a shame for us to part nobody said it was easy no one ever said it would be so hard i'm going back to the start   ohooh oohoohoohooh ahooh oohoohoohooh ohooh oohoohoohooh ohooh oohoohoohooh,2.0,permanent wave,2002,146,44,56,-7,11,21,310,73,2,83,
0.0,Coldplay,The Scientist,A Rush of Blood to the Head,2002.0,2002-08-26,come up to meet you tell you i'm sorry you don't know how lovely you are i had to find you tell you i need you tell you i set you apart tell me your secrets and ask me your questions oh let's go back to the start running in circles coming up tails heads on a science apart   nobody said it was easy it's such a shame for us to part nobody said it was easy no one ever said it would be this hard oh take me back to the start   i was just guessing at numbers and figures pulling the puzzles apart questions of science science and progress do not speak as loud as my heart tell me you love me come back and haunt me oh and i rush to the start running in circles chasing our tails coming back as we are   nobody said it was easy oh it's such a shame for us to part nobody said it was easy no one ever said it would be so hard i'm going back to the start   ohooh oohoohoohooh ahooh oohoohoohooh ohooh oohoohoohooh ohooh oohoohoohooh,,permanent wave,2002,146,44,56,-7,11,21,310,73,2,84,31.0
2.0,Coldplay,Fix You,X&Y,2005.0,2005-06-06,chris martin when you try your best but you don't succeed when you get what you want but not what you need when you feel so tired but you can't sleep stuck in reand the tears come streaming down your face when you lose something you can't replace when you love someone but it goes to waste could it be worse   chris chris  will lights will guide you home and ignite your bones and i will try to fix you   chris martin and high up above or down below when you're too in love to let it go but if you never try you'll never know just what you're worth   chris  will lights will guide you home and ignite your bones and i will try to fix you     breakdown chris jonny guy will tears stream down your face when you lose something you cannot replace tears stream down your face and i tears stream down your face i promise you i will learn from my mistakes tears stream down your face and i   chris martin lights will guide you home and ignite your bones and i will try to fix you,4.0,permanent wave,2005,138,42,21,-9,11,12,296,16,3,81,
